fecha;codigo_empresa;id_genero;id_estado civil;fecha_nacimiento;tipo_nomina;fecha_ingreso;id_cargo;tipo_cargo;nivel_cargo;tipo_area;clase_empleado;porcent_riesgo;salario;total_salario;cedula_anonimizada;ubicacion_anonimizada;fechafin_contrato;causa_salida;tipo_retiro;retiro;status
1/05/2020;21;M;SOLTERO;15/05/1999;APRENDIZ;4/05/2020;84049;PASANTES;7;ADMINISTRATIVO;ADMINISTRACION CENTRAL;0;438902;438902;1;4;31/08/2020;RETIRO VOLUNTARIO;NO DESEADO;1;INACTIVO
1/06/2020;21;M;SOLTERO;15/05/1999;NS;4/05/2020;84049;PASANTES;7;ADMINISTRATIVO;ADMINISTRACION CENTRAL;0;438902;438902;1;4;31/08/2020;RETIRO VOLUNTARIO;NO DESEADO;1;INACTIVO
31/07/2020;21;M;SOLTERO;;APRENDIZ;;84049;PASANTES;7;ADMINISTRATIVO;ADMINISTRACION CENTRAL;4,35;877803;877803;1;4;31/08/2020;RETIRO VOLUNTARIO;NO DESEADO;1;INACTIVO
31/08/2020;21;M;SOLTERO;15/05/1999;APRENDIZ;4/05/2020;84049;PASANTES;7;ADMINISTRATIVO;ADMINISTRACION CENTRAL;4,35;877803;877803;1;4;31/08/2020;RETIRO VOLUNTARIO;NO DESEADO;1;INACTIVO
31/07/2019;21;M;SOLTERO;10/11/2000;APRENDIZ;23/07/2019;84049;PASANTES;7;ADMINISTRATIVO;ADMINISTRACION CENTRAL;0,522;828116;828116;2;4;22/01/2020;VENCIMIENTO DE CONTRATO;NO APLICA;1;INACTIVO
31/08/2019;21;M;SOLTERO;10/11/2000;APRENDIZ;23/07/2019;84049;PASANTES;7;ADMINISTRATIVO;ADMINISTRACION CENTRAL;0,522;828116;828116;2;4;22/01/2020;VENCIMIENTO DE CONTRATO;NO APLICA;1;INACTIVO
30/09/2019;21;M;SOLTERO;10/11/2000;APRENDIZ;23/07/2019;84049;PASANTES;7;ADMINISTRATIVO;ADMINISTRACION CENTRAL;0,522;828116;828116;2;4;22/01/2020;VENCIMIENTO DE CONTRATO;NO APLICA;1;INACTIVO
31/10/2019;21;M;SOLTERO;10/11/2000;APRENDIZ;23/07/2019;84049;PASANTES;7;ADMINISTRATIVO;ADMINISTRACION CENTRAL;0,522;828116;828116;2;4;22/01/2020;VENCIMIENTO DE CONTRATO;NO APLICA;1;INACTIVO
30/11/2019;21;M;SOLTERO;10/11/2000;APRENDIZ;23/07/2019;84049;PASANTES;7;ADMINISTRATIVO;ADMINISTRACION CENTRAL;0,522;828116;828116;2;4;22/01/2020;VENCIMIENTO DE CONTRATO;NO APLICA;1;INACTIVO
31/12/2019;21;M;SOLTERO;10/11/2000;APRENDIZ;23/07/2019;84049;PASANTES;7;ADMINISTRATIVO;ADMINISTRACION CENTRAL;0,522;828116;828116;2;4;22/01/2020;VENCIMIENTO DE CONTRATO;NO APLICA;1;INACTIVO
31/12/2020;21;NS;SOLTERO;10/11/2000;APRENDIZ;23/07/2019;84049;PASANTES;7;ADMINISTRATIVO;ADMINISTRACION CENTRAL;0,522;828116;828116;2;4;22/01/2020;VENCIMIENTO DE CONTRATO;NO APLICA;1;INACTIVO
30/06/2019;21;F;SOLTERO;9/04/2001;APRENDIZ;17/06/2019;84049;PASANTES;7;ADMINISTRATIVO;ADMINISTRACION CENTRAL;4,35;828116;828116;3;4;16/12/2019;VENCIMIENTO DE CONTRATO;NO APLICA;1;INACTIVO
31/07/2019;21;F;SOLTERO;9/04/2001;APRENDIZ;17/06/2019;84049;PASANTES;7;ADMINISTRATIVO;ADMINISTRACION CENTRAL;4,35;828116;828116;3;4;16/12/2019;VENCIMIENTO DE CONTRATO;NO APLICA;1;INACTIVO
31/08/2019;21;F;SOLTERO;9/04/2001;APRENDIZ;17/06/2019;84049;PASANTES;7;ADMINISTRATIVO;ADMINISTRACION CENTRAL;4,35;828116;828116;3;4;16/12/2019;VENCIMIENTO DE CONTRATO;NO APLICA;1;INACTIVO
30/09/2019;21;F;SOLTERO;9/04/2001;APRENDIZ;17/06/2019;84049;PASANTES;7;ADMINISTRATIVO;ADMINISTRACION CENTRAL;4,35;828116;828116;3;4;16/12/2019;VENCIMIENTO DE CONTRATO;NO APLICA;1;INACTIVO
31/10/2019;21;F;SOLTERO;9/04/2001;APRENDIZ;17/06/2019;84049;PASANTES;7;ADMINISTRATIVO;ADMINISTRACION CENTRAL;4,35;828116;828116;3;4;16/12/2019;VENCIMIENTO DE CONTRATO;NO APLICA;1;INACTIVO
30/11/2019;21;F;SOLTERO;9/04/2001;APRENDIZ;17/06/2019;84049;PASANTES;7;ADMINISTRATIVO;ADMINISTRACION CENTRAL;4,35;828116;828116;3;4;16/12/2019;VENCIMIENTO DE CONTRATO;NO APLICA;1;INACTIVO
31/12/2020;21;NS;SOLTERO;9/04/2001;APRENDIZ;17/06/2019;84049;PASANTES;7;ADMINISTRATIVO;ADMINISTRACION CENTRAL;4,35;828116;828116;3;4;16/12/2019;VENCIMIENTO DE CONTRATO;NO APLICA;1;INACTIVO
1/03/2020;21;F;SOLTERO;18/06/2000;NS;3/02/2020;84049;PASANTES;7;ADMINISTRATIVO;NS;4,35;877803;0;5;4;2/08/2020;VENCIMIENTO DE CONTRATO;NO DESEADO;1;INACTIVO
1/04/2020;21;F;SOLTERO;18/06/2000;APRENDIZ;3/02/2020;84049;PASANTES;7;ADMINISTRATIVO;ADMINISTRACION CENTRAL;4,35;877803;877803;5;4;2/08/2020;VENCIMIENTO DE CONTRATO;NO DESEADO;1;INACTIVO
1/05/2020;21;F;SOLTERO;18/06/2000;APRENDIZ;3/02/2020;84049;PASANTES;7;ADMINISTRATIVO;ADMINISTRACION CENTRAL;4,35;877803;877803;5;4;2/08/2020;VENCIMIENTO DE CONTRATO;NO DESEADO;1;INACTIVO
1/06/2020;21;F;SOLTERO;18/06/2000;NS;3/02/2020;84049;PASANTES;7;ADMINISTRATIVO;ADMINISTRACION CENTRAL;4,35;877803;877803;5;4;2/08/2020;VENCIMIENTO DE CONTRATO;NO DESEADO;1;INACTIVO
31/07/2020;21;F;SOLTERO;;APRENDIZ;;84049;PASANTES;7;ADMINISTRATIVO;ADMINISTRACION CENTRAL;4,35;877803;877803;5;4;2/08/2020;VENCIMIENTO DE CONTRATO;NO DESEADO;1;INACTIVO
31/08/2020;21;F;SOLTERO;18/06/2000;TERMINO INDEFINIDO;10/08/2020;84728;OPERATIVO;6;PLANTA;DIRECTOS DE PRODUCCION;4,35;1540700;1540700;5;4;2/08/2020;VENCIMIENTO DE CONTRATO;NO DESEADO;1;INACTIVO
31/05/2019;21;F;SOLTERO;7/09/2000;APRENDIZ;13/05/2019;84049;PASANTES;7;ADMINISTRATIVO;ADMINISTRACION CENTRAL;4,35;828116;828116;6;4;12/11/2019;VENCIMIENTO DE CONTRATO;NO APLICA;1;INACTIVO
30/06/2019;21;F;SOLTERO;7/09/2000;APRENDIZ;13/05/2019;84049;PASANTES;7;ADMINISTRATIVO;ADMINISTRACION CENTRAL;4,35;828116;828116;6;4;12/11/2019;VENCIMIENTO DE CONTRATO;NO APLICA;1;INACTIVO
31/07/2019;21;F;SOLTERO;7/09/2000;APRENDIZ;13/05/2019;84049;PASANTES;7;ADMINISTRATIVO;ADMINISTRACION CENTRAL;4,35;828116;828116;6;4;12/11/2019;VENCIMIENTO DE CONTRATO;NO APLICA;1;INACTIVO
31/08/2019;21;F;SOLTERO;7/09/2000;APRENDIZ;13/05/2019;84049;PASANTES;7;ADMINISTRATIVO;ADMINISTRACION CENTRAL;4,35;828116;828116;6;4;12/11/2019;VENCIMIENTO DE CONTRATO;NO APLICA;1;INACTIVO
30/09/2019;21;F;SOLTERO;7/09/2000;APRENDIZ;13/05/2019;84049;PASANTES;7;ADMINISTRATIVO;ADMINISTRACION CENTRAL;4,35;828116;828116;6;4;12/11/2019;VENCIMIENTO DE CONTRATO;NO APLICA;1;INACTIVO
31/10/2019;21;F;SOLTERO;7/09/2000;APRENDIZ;13/05/2019;84049;PASANTES;7;ADMINISTRATIVO;ADMINISTRACION CENTRAL;4,35;828116;828116;6;4;12/11/2019;VENCIMIENTO DE CONTRATO;NO APLICA;1;INACTIVO
31/12/2020;21;NS;SOLTERO;7/09/2000;APRENDIZ;13/05/2019;84049;PASANTES;7;ADMINISTRATIVO;ADMINISTRACION CENTRAL;4,35;828116;828116;6;4;12/11/2019;VENCIMIENTO DE CONTRATO;NO APLICA;1;INACTIVO
31/03/2019;21;F;SOLTERO;10/03/1997;APRENDIZ;1/03/2019;84049;PASANTES;7;ADMINISTRATIVO;ADMINISTRACION CENTRAL;0;414058;414058;9;7;14/04/2020;VENCIMIENTO DE CONTRATO;NO APLICA;1;INACTIVO
30/04/2019;21;F;SOLTERO;10/03/1997;APRENDIZ;1/03/2019;84049;PASANTES;7;ADMINISTRATIVO;ADMINISTRACION CENTRAL;0,522;828116;828116;9;4;14/04/2020;VENCIMIENTO DE CONTRATO;NO APLICA;1;INACTIVO
31/05/2019;21;F;SOLTERO;10/03/1997;APRENDIZ;1/03/2019;84049;PASANTES;7;ADMINISTRATIVO;ADMINISTRACION CENTRAL;0,522;828116;828116;9;4;14/04/2020;VENCIMIENTO DE CONTRATO;NO APLICA;1;INACTIVO
30/06/2019;21;F;SOLTERO;10/03/1997;APRENDIZ;1/03/2019;84049;PASANTES;7;ADMINISTRATIVO;ADMINISTRACION CENTRAL;0,522;828116;828116;9;4;14/04/2020;VENCIMIENTO DE CONTRATO;NO APLICA;1;INACTIVO
31/07/2019;21;F;SOLTERO;10/03/1997;APRENDIZ;1/03/2019;84049;PASANTES;7;ADMINISTRATIVO;ADMINISTRACION CENTRAL;0,522;828116;828116;9;4;14/04/2020;VENCIMIENTO DE CONTRATO;NO APLICA;1;INACTIVO
31/08/2019;21;F;SOLTERO;10/03/1997;APRENDIZ;1/03/2019;84049;PASANTES;7;ADMINISTRATIVO;ADMINISTRACION CENTRAL;0,522;828116;828116;9;4;14/04/2020;VENCIMIENTO DE CONTRATO;NO APLICA;1;INACTIVO
30/09/2019;21;F;SOLTERO;10/03/1997;APRENDIZ;1/03/2019;84049;PASANTES;7;ADMINISTRATIVO;ADMINISTRACION CENTRAL;0,522;828116;828116;9;4;14/04/2020;VENCIMIENTO DE CONTRATO;NO APLICA;1;INACTIVO
31/10/2019;21;F;SOLTERO;10/03/1997;APRENDIZ;1/03/2019;84049;PASANTES;7;ADMINISTRATIVO;ADMINISTRACION CENTRAL;0,522;828116;828116;9;4;14/04/2020;VENCIMIENTO DE CONTRATO;NO APLICA;1;INACTIVO
30/11/2019;21;F;SOLTERO;10/03/1997;APRENDIZ;1/03/2019;84049;PASANTES;7;ADMINISTRATIVO;ADMINISTRACION CENTRAL;0,522;828116;828116;9;4;14/04/2020;VENCIMIENTO DE CONTRATO;NO APLICA;1;INACTIVO
31/12/2019;21;F;SOLTERO;10/03/1997;APRENDIZ;1/03/2019;84049;PASANTES;7;ADMINISTRATIVO;ADMINISTRACION CENTRAL;0,522;828116;828116;9;4;14/04/2020;VENCIMIENTO DE CONTRATO;NO APLICA;1;INACTIVO
31/01/2020;21;F;SOLTERO;10/03/1997;APRENDIZ;1/03/2019;84049;PASANTES;7;ADMINISTRATIVO;ADMINISTRACION CENTRAL;0,522;877803;877803;9;4;14/04/2020;VENCIMIENTO DE CONTRATO;NO APLICA;1;INACTIVO
31/12/2020;21;NS;SOLTERO;10/03/1997;APRENDIZ;1/03/2019;84049;PASANTES;7;ADMINISTRATIVO;ADMINISTRACION CENTRAL;0,522;828116;828116;9;4;14/04/2020;VENCIMIENTO DE CONTRATO;NO APLICA;1;INACTIVO
1/03/2020;21;F;SOLTERO;10/03/1997;NS;1/03/2019;84049;PASANTES;7;ADMINISTRATIVO;NS;0,522;877803;0;9;4;14/04/2020;VENCIMIENTO DE CONTRATO;NO APLICA;1;INACTIVO
30/06/2019;21;M;SOLTERO;3/10/2000;APRENDIZ;28/05/2019;84049;PASANTES;7;ADMINISTRATIVO;ADMINISTRACION CENTRAL;0;414058;414058;11;4;15/07/2020;VENCIMIENTO DE CONTRATO;NO DESEADO;1;INACTIVO
31/07/2019;21;M;SOLTERO;3/10/2000;APRENDIZ;28/05/2019;84049;PASANTES;7;ADMINISTRATIVO;ADMINISTRACION CENTRAL;0;414058;414058;11;4;15/07/2020;VENCIMIENTO DE CONTRATO;NO DESEADO;1;INACTIVO
31/08/2019;21;M;SOLTERO;3/10/2000;APRENDIZ;28/05/2019;84049;PASANTES;7;ADMINISTRATIVO;ADMINISTRACION CENTRAL;0;414058;414058;11;4;15/07/2020;VENCIMIENTO DE CONTRATO;NO DESEADO;1;INACTIVO
30/09/2019;21;M;SOLTERO;3/10/2000;APRENDIZ;28/05/2019;84049;PASANTES;7;ADMINISTRATIVO;ADMINISTRACION CENTRAL;0;414058;414058;11;4;15/07/2020;VENCIMIENTO DE CONTRATO;NO DESEADO;1;INACTIVO
31/10/2019;21;M;SOLTERO;3/10/2000;APRENDIZ;28/05/2019;84049;PASANTES;7;ADMINISTRATIVO;ADMINISTRACION CENTRAL;0;414058;414058;11;4;15/07/2020;VENCIMIENTO DE CONTRATO;NO DESEADO;1;INACTIVO
30/11/2019;21;M;SOLTERO;3/10/2000;APRENDIZ;28/05/2019;84049;PASANTES;7;ADMINISTRATIVO;ADMINISTRACION CENTRAL;0;414058;414058;11;4;15/07/2020;VENCIMIENTO DE CONTRATO;NO DESEADO;1;INACTIVO
31/12/2019;21;M;SOLTERO;3/10/2000;APRENDIZ;28/05/2019;84049;PASANTES;7;ADMINISTRATIVO;ADMINISTRACION CENTRAL;0;414058;414058;11;4;15/07/2020;VENCIMIENTO DE CONTRATO;NO DESEADO;1;INACTIVO
31/01/2020;21;M;SOLTERO;3/10/2000;APRENDIZ;28/05/2019;84049;PASANTES;7;ADMINISTRATIVO;ADMINISTRACION CENTRAL;4,35;877803;877803;11;4;15/07/2020;VENCIMIENTO DE CONTRATO;NO DESEADO;1;INACTIVO
31/12/2020;21;NS;SOLTERO;3/10/2000;APRENDIZ;28/05/2019;84049;PASANTES;7;ADMINISTRATIVO;ADMINISTRACION CENTRAL;0;414058;414058;11;4;15/07/2020;VENCIMIENTO DE CONTRATO;NO DESEADO;1;INACTIVO
1/03/2020;21;M;SOLTERO;3/10/2000;NS;28/05/2019;84049;PASANTES;7;ADMINISTRATIVO;NS;4,35;877803;0;11;4;15/07/2020;VENCIMIENTO DE CONTRATO;NO DESEADO;1;INACTIVO
1/04/2020;21;M;SOLTERO;3/10/2000;APRENDIZ;28/05/2019;84049;PASANTES;7;ADMINISTRATIVO;ADMINISTRACION CENTRAL;4,35;877803;877803;11;4;15/07/2020;VENCIMIENTO DE CONTRATO;NO DESEADO;1;INACTIVO
1/05/2020;21;M;SOLTERO;3/10/2000;APRENDIZ;28/05/2019;84049;PASANTES;7;ADMINISTRATIVO;ADMINISTRACION CENTRAL;4,35;877803;877803;11;4;15/07/2020;VENCIMIENTO DE CONTRATO;NO DESEADO;1;INACTIVO
1/06/2020;21;M;SOLTERO;3/10/2000;NS;28/05/2019;84049;PASANTES;7;ADMINISTRATIVO;ADMINISTRACION CENTRAL;4,35;877803;877803;11;4;15/07/2020;VENCIMIENTO DE CONTRATO;NO DESEADO;1;INACTIVO
31/08/2018;21;F;NS;1/05/2000;NS;1/08/2018;0;SOPORTE;7;ADMINISTRATIVO;NS;0;390621;390621;14;7;17/04/2019;VENCIMIENTO DE CONTRATO;NO APLICA;1;INACTIVO
30/09/2018;21;F;SOLTERO;1/05/2000;APRENDIZ;1/08/2018;84049;SOPORTE;7;ADMINISTRATIVO;ADMINISTRACION CENTRAL;0;390621;390621;14;7;17/04/2019;VENCIMIENTO DE CONTRATO;NO APLICA;1;INACTIVO
31/10/2018;21;F;SOLTERO;1/05/2000;APRENDIZ;1/08/2018;84049;SOPORTE;7;ADMINISTRATIVO;ADMINISTRACION CENTRAL;0,522;781242;781242;14;7;17/04/2019;VENCIMIENTO DE CONTRATO;NO APLICA;1;INACTIVO
30/11/2018;21;F;SOLTERO;1/05/2000;APRENDIZ;1/08/2018;84049;SOPORTE;7;ADMINISTRATIVO;ADMINISTRACION CENTRAL;0,522;781242;781242;14;7;17/04/2019;VENCIMIENTO DE CONTRATO;NO APLICA;1;INACTIVO
31/12/2018;21;F;SOLTERO;1/05/2000;APRENDIZ;1/08/2018;84049;SOPORTE;7;ADMINISTRATIVO;ADMINISTRACION CENTRAL;0,522;781242;781242;14;7;17/04/2019;VENCIMIENTO DE CONTRATO;NO APLICA;1;INACTIVO
31/01/2019;21;F;SOLTERO;1/05/2000;APRENDIZ;1/08/2018;84049;SOPORTE;7;ADMINISTRATIVO;ADMINISTRACION CENTRAL;0,522;828116;828116;14;7;17/04/2019;VENCIMIENTO DE CONTRATO;NO APLICA;1;INACTIVO
28/02/2019;21;F;SOLTERO;1/05/2000;APRENDIZ;1/08/2018;84049;SOPORTE;7;ADMINISTRATIVO;ADMINISTRACION CENTRAL;0,522;828116;828116;14;7;17/04/2019;VENCIMIENTO DE CONTRATO;NO APLICA;1;INACTIVO
31/03/2019;21;F;SOLTERO;1/05/2000;APRENDIZ;1/08/2018;84049;PASANTES;7;ADMINISTRATIVO;ADMINISTRACION CENTRAL;0,522;828116;828116;14;7;17/04/2019;VENCIMIENTO DE CONTRATO;NO APLICA;1;INACTIVO
30/09/2019;21;F;SOLTERO;30/05/2001;APRENDIZ;16/09/2019;84049;PASANTES;7;ADMINISTRATIVO;ADMINISTRACION CENTRAL;0;414058;414058;15;4;22/04/2020;VENCIMIENTO DE CONTRATO;NO APLICA;1;INACTIVO
31/10/2019;21;F;SOLTERO;30/05/2001;APRENDIZ;16/09/2019;84049;PASANTES;7;ADMINISTRATIVO;ADMINISTRACION CENTRAL;0,522;828116;828116;15;4;22/04/2020;VENCIMIENTO DE CONTRATO;NO APLICA;1;INACTIVO
30/11/2019;21;F;SOLTERO;30/05/2001;APRENDIZ;16/09/2019;84049;PASANTES;7;ADMINISTRATIVO;ADMINISTRACION CENTRAL;0,522;828116;828116;15;4;22/04/2020;VENCIMIENTO DE CONTRATO;NO APLICA;1;INACTIVO
31/12/2019;21;F;SOLTERO;30/05/2001;APRENDIZ;16/09/2019;84049;PASANTES;7;ADMINISTRATIVO;ADMINISTRACION CENTRAL;0,522;828116;828116;15;4;22/04/2020;VENCIMIENTO DE CONTRATO;NO APLICA;1;INACTIVO
31/01/2020;21;F;SOLTERO;30/05/2001;APRENDIZ;16/09/2019;84049;PASANTES;7;ADMINISTRATIVO;ADMINISTRACION CENTRAL;0,522;877803;877803;15;4;22/04/2020;VENCIMIENTO DE CONTRATO;NO APLICA;1;INACTIVO
31/12/2020;21;NS;SOLTERO;30/05/2001;APRENDIZ;16/09/2019;84049;PASANTES;7;ADMINISTRATIVO;ADMINISTRACION CENTRAL;0;414058;414058;15;4;22/04/2020;VENCIMIENTO DE CONTRATO;NO APLICA;1;INACTIVO
1/03/2020;21;F;SOLTERO;30/05/2001;NS;16/09/2019;84049;PASANTES;7;ADMINISTRATIVO;NS;0,522;877803;0;15;4;22/04/2020;VENCIMIENTO DE CONTRATO;NO APLICA;1;INACTIVO
30/06/2019;21;M;SOLTERO;31/05/2001;APRENDIZ;17/06/2019;84049;PASANTES;7;ADMINISTRATIVO;ADMINISTRACION CENTRAL;0;414058;414058;16;4;18/06/2020;VENCIMIENTO DE CONTRATO;NO DESEADO;1;INACTIVO
31/07/2019;21;M;SOLTERO;31/05/2001;APRENDIZ;17/06/2019;84049;PASANTES;7;ADMINISTRATIVO;ADMINISTRACION CENTRAL;0;414058;414058;16;4;18/06/2020;VENCIMIENTO DE CONTRATO;NO DESEADO;1;INACTIVO
31/08/2019;21;M;SOLTERO;31/05/2001;APRENDIZ;17/06/2019;84049;PASANTES;7;ADMINISTRATIVO;ADMINISTRACION CENTRAL;0;414058;414058;16;4;18/06/2020;VENCIMIENTO DE CONTRATO;NO DESEADO;1;INACTIVO
30/09/2019;21;M;SOLTERO;31/05/2001;APRENDIZ;17/06/2019;84049;PASANTES;7;ADMINISTRATIVO;ADMINISTRACION CENTRAL;0;414058;414058;16;4;18/06/2020;VENCIMIENTO DE CONTRATO;NO DESEADO;1;INACTIVO
31/10/2019;21;M;SOLTERO;31/05/2001;APRENDIZ;17/06/2019;84049;PASANTES;7;ADMINISTRATIVO;ADMINISTRACION CENTRAL;0;414058;414058;16;4;18/06/2020;VENCIMIENTO DE CONTRATO;NO DESEADO;1;INACTIVO
30/11/2019;21;M;SOLTERO;31/05/2001;APRENDIZ;17/06/2019;84049;PASANTES;7;ADMINISTRATIVO;ADMINISTRACION CENTRAL;0;414058;414058;16;4;18/06/2020;VENCIMIENTO DE CONTRATO;NO DESEADO;1;INACTIVO
31/12/2019;21;M;SOLTERO;31/05/2001;APRENDIZ;17/06/2019;84049;PASANTES;7;ADMINISTRATIVO;ADMINISTRACION CENTRAL;4,35;828116;828116;16;4;18/06/2020;VENCIMIENTO DE CONTRATO;NO DESEADO;1;INACTIVO
31/01/2020;21;M;SOLTERO;31/05/2001;APRENDIZ;17/06/2019;84049;PASANTES;7;ADMINISTRATIVO;ADMINISTRACION CENTRAL;4,35;877803;877803;16;4;18/06/2020;VENCIMIENTO DE CONTRATO;NO DESEADO;1;INACTIVO
31/12/2020;21;NS;SOLTERO;31/05/2001;APRENDIZ;17/06/2019;84049;PASANTES;7;ADMINISTRATIVO;ADMINISTRACION CENTRAL;0;414058;414058;16;4;18/06/2020;VENCIMIENTO DE CONTRATO;NO DESEADO;1;INACTIVO
1/03/2020;21;M;SOLTERO;31/05/2001;NS;17/06/2019;84049;PASANTES;7;ADMINISTRATIVO;NS;4,35;877803;0;16;4;18/06/2020;VENCIMIENTO DE CONTRATO;NO DESEADO;1;INACTIVO
1/04/2020;21;M;SOLTERO;31/05/2001;APRENDIZ;17/06/2019;84049;PASANTES;7;ADMINISTRATIVO;ADMINISTRACION CENTRAL;4,35;877803;877803;16;4;18/06/2020;VENCIMIENTO DE CONTRATO;NO DESEADO;1;INACTIVO
1/05/2020;21;M;SOLTERO;31/05/2001;APRENDIZ;17/06/2019;84049;PASANTES;7;ADMINISTRATIVO;ADMINISTRACION CENTRAL;4,35;877803;877803;16;4;18/06/2020;VENCIMIENTO DE CONTRATO;NO DESEADO;1;INACTIVO
31/07/2020;21;M;SOLTERO;31/05/2001;NS;16/07/2020;83799;OPERATIVO;6;OPERATIVO;NS;4,35;1195100;1195100;16;4;18/06/2020;VENCIMIENTO DE CONTRATO;NO DESEADO;1;INACTIVO
31/08/2020;21;M;SOLTERO;31/05/2001;TERMINO FIJO;16/07/2020;83799;OPERATIVO;6;OPERATIVO;DIRECTOS DE PRODUCCION;4,35;1195100;1195100;16;4;18/06/2020;VENCIMIENTO DE CONTRATO;NO DESEADO;1;INACTIVO
28/02/2019;21;F;SOLTERO;2/08/2000;APRENDIZ;20/02/2019;84049;SOPORTE;7;ADMINISTRATIVO;ADMINISTRACION CENTRAL;0;414058;414058;17;7;14/04/2020;VENCIMIENTO DE CONTRATO;NO APLICA;1;INACTIVO
31/03/2019;21;F;SOLTERO;2/08/2000;APRENDIZ;20/02/2019;84049;PASANTES;7;ADMINISTRATIVO;ADMINISTRACION CENTRAL;0;414058;414058;17;7;14/04/2020;VENCIMIENTO DE CONTRATO;NO APLICA;1;INACTIVO
30/04/2019;21;F;SOLTERO;2/08/2000;APRENDIZ;20/02/2019;84049;PASANTES;7;ADMINISTRATIVO;ADMINISTRACION CENTRAL;0,522;828116;828116;17;4;14/04/2020;VENCIMIENTO DE CONTRATO;NO APLICA;1;INACTIVO
31/05/2019;21;F;SOLTERO;2/08/2000;APRENDIZ;20/02/2019;84049;PASANTES;7;ADMINISTRATIVO;ADMINISTRACION CENTRAL;0,522;828116;828116;17;4;14/04/2020;VENCIMIENTO DE CONTRATO;NO APLICA;1;INACTIVO
30/06/2019;21;F;SOLTERO;2/08/2000;APRENDIZ;20/02/2019;84049;PASANTES;7;ADMINISTRATIVO;ADMINISTRACION CENTRAL;0,522;828116;828116;17;4;14/04/2020;VENCIMIENTO DE CONTRATO;NO APLICA;1;INACTIVO
31/07/2019;21;F;SOLTERO;2/08/2000;APRENDIZ;20/02/2019;84049;PASANTES;7;ADMINISTRATIVO;ADMINISTRACION CENTRAL;0,522;828116;828116;17;4;14/04/2020;VENCIMIENTO DE CONTRATO;NO APLICA;1;INACTIVO
31/08/2019;21;F;SOLTERO;2/08/2000;APRENDIZ;20/02/2019;84049;PASANTES;7;ADMINISTRATIVO;ADMINISTRACION CENTRAL;0,522;828116;828116;17;4;14/04/2020;VENCIMIENTO DE CONTRATO;NO APLICA;1;INACTIVO
30/09/2019;21;F;SOLTERO;2/08/2000;APRENDIZ;20/02/2019;84049;PASANTES;7;ADMINISTRATIVO;ADMINISTRACION CENTRAL;0,522;828116;828116;17;4;14/04/2020;VENCIMIENTO DE CONTRATO;NO APLICA;1;INACTIVO
31/10/2019;21;F;SOLTERO;2/08/2000;APRENDIZ;20/02/2019;84049;PASANTES;7;ADMINISTRATIVO;ADMINISTRACION CENTRAL;0,522;828116;828116;17;4;14/04/2020;VENCIMIENTO DE CONTRATO;NO APLICA;1;INACTIVO
30/11/2019;21;F;SOLTERO;2/08/2000;APRENDIZ;20/02/2019;84049;PASANTES;7;ADMINISTRATIVO;ADMINISTRACION CENTRAL;0,522;828116;828116;17;4;14/04/2020;VENCIMIENTO DE CONTRATO;NO APLICA;1;INACTIVO
31/12/2019;21;F;SOLTERO;2/08/2000;APRENDIZ;20/02/2019;84049;PASANTES;7;ADMINISTRATIVO;ADMINISTRACION CENTRAL;0,522;828116;828116;17;4;14/04/2020;VENCIMIENTO DE CONTRATO;NO APLICA;1;INACTIVO
31/01/2020;21;F;SOLTERO;2/08/2000;APRENDIZ;20/02/2019;84049;PASANTES;7;ADMINISTRATIVO;ADMINISTRACION CENTRAL;0,522;877803;877803;17;4;14/04/2020;VENCIMIENTO DE CONTRATO;NO APLICA;1;INACTIVO
31/12/2020;21;NS;SOLTERO;2/08/2000;APRENDIZ;20/02/2019;84049;PASANTES;7;ADMINISTRATIVO;ADMINISTRACION CENTRAL;0,522;828116;828116;17;4;14/04/2020;VENCIMIENTO DE CONTRATO;NO APLICA;1;INACTIVO
1/03/2020;21;F;SOLTERO;2/08/2000;NS;20/02/2019;84049;PASANTES;7;ADMINISTRATIVO;NS;0,522;877803;0;17;4;14/04/2020;VENCIMIENTO DE CONTRATO;NO APLICA;1;INACTIVO
31/07/2020;21;F;SOLTERO;2/08/2000;NS;21/07/2020;84127;ADMINISTRATIVO;5;ADMINISTRATIVO;NS;0,522;1578810;1578810;17;4;14/04/2020;VENCIMIENTO DE CONTRATO;NO APLICA;1;INACTIVO
31/08/2020;21;F;SOLTERO;2/08/2000;TERMINO INDEFINIDO;21/07/2020;84127;ADMINISTRATIVO;5;ADMINISTRATIVO;ADMINISTRACION CENTRAL;0,522;1578810;1578810;17;4;14/04/2020;VENCIMIENTO DE CONTRATO;NO APLICA;1;INACTIVO
31/07/2019;21;F;SOLTERO;25/05/2000;APRENDIZ;22/07/2019;84049;PASANTES;7;ADMINISTRATIVO;ADMINISTRACION CENTRAL;4,35;414058;414058;18;4;15/04/2020;VENCIMIENTO DE CONTRATO;NO APLICA;1;INACTIVO
31/08/2019;21;F;SOLTERO;25/05/2000;APRENDIZ;22/07/2019;84049;PASANTES;7;ADMINISTRATIVO;ADMINISTRACION CENTRAL;4,35;414058;414058;18;4;15/04/2020;VENCIMIENTO DE CONTRATO;NO APLICA;1;INACTIVO
